SUBURB,BOX-CODE,STR-CODE,AREA,
ATHLONE,,4051,DURBAN NORTH,
ATHLONE,,3201,PIETERMARITZBURG,
ATHLONE INDUSTRIA 1,,7764,CAPE TOWN,
ATHLONE INDUSTRIA 2,,7764,CAPE TOWN,
ATHLONE PARK,,4126,AMANZIMTOTI,
ATHOLHURST,,2196,JOHANNESBURG,
ATHOLHURST EXT 1,,2196,JOHANNESBURG,
ATHOLHURST UIT 1,,2196,JOHANNESBURG,
ATHOLL,2031,2196,JOHANNESBURG,
ATHOLL EXT 10,2031,2196,JOHANNESBURG,
ATHOLL UIT 10,2031,2196,JOHANNESBURG,
ATHOLL EXT 11,2031,2196,JOHANNESBURG,
ATHOLL UIT 11,2031,2196,JOHANNESBURG,
ATHOLL EXT 12,2031,2196,JOHANNESBURG,
ATHOLL UIT 12,2031,2196,JOHANNESBURG,
ATHOLL EXT 15,2031,2196,JOHANNESBURG,
ATHOLL UIT 15,2031,2196,JOHANNESBURG,
ATHOLL EXT 17,2031,2196,JOHANNESBURG,
ATHOLL UIT 17,2031,2196,JOHANNESBURG,
ATHOLL EXT 18,2031,2196,JOHANNESBURG,
ATHOLL UIT 18,2031,2196,JOHANNESBURG,
ATHOLL EXT 2,2031,2196,JOHANNESBURG,
ATHOLL UIT 2,2031,2196,JOHANNESBURG,
ATHOLL EXT 20,2031,2196,JOHANNESBURG,
ATHOLL UIT 20,2031,2196,JOHANNESBURG,
ATHOLL EXT 23,2031,2196,JOHANNESBURG,
ATHOLL UIT 23,2031,2196,JOHANNESBURG,
ATHOLL EXT 24,2031,2196,JOHANNESBURG,
ATHOLL UIT 24,2031,2196,JOHANNESBURG,
ATHOLL EXT 34,2031,2196,JOHANNESBURG,
ATHOLL UIT 34,2031,2196,JOHANNESBURG,
ATHOLL EXT 36,2031,2196,JOHANNESBURG,
ATHOLL UIT 36,2031,2196,JOHANNESBURG,
ATHOLL EXT 4,2031,2196,JOHANNESBURG,
ATHOLL UIT 4,2031,2196,JOHANNESBURG,
ATHOLL EXT 5,2031,2196,JOHANNESBURG,
ATHOLL UIT 5,2031,2196,JOHANNESBURG,
ATHOLL EXT 6,2031,2196,JOHANNESBURG,
ATHOLL UIT 6,2031,2196,JOHANNESBURG,
ATHOLL EXT 7,2031,2196,JOHANNESBURG,
ATHOLL UIT 7,2031,2196,JOHANNESBURG,
ATHOLL EXT 9,2031,2196,JOHANNESBURG,
ATHOLL UIT 9,2031,2196,JOHANNESBURG,
ATHOLL GARDENS,,2196,JOHANNESBURG,
ATHOLL TUINE,,2196,JOHANNESBURG,
ATHOLL HEIGHTS,,3629,WESTVILLE,
ATHOLL HOOGTE,,3629,WESTVILLE,
ATHOLTON,4301,,MOUNT EDGECOMBE,
ATLANTA,0267,,BRITS,
ATLANTA,,5880,CRADOCK,
ATLANTIC BEACH,,7441,MILNERTON,
ATLANTIC STRAND,,7441,MILNERTON,
ATLANTIC BEACH GOLF ESTATE,,7441,MILNERTON,
ATLANTIC BEACH GHOLF LANDGOED,,7441,MILNERTON,
ATLANTIS,,7349,DASSENBERG,
ATLANTIS EXT 12,,7349,DASSENBERG,
ATLANTIS UIT 12,,7349,DASSENBERG,
ATLANTIS EXT 13,,7349,DASSENBERG,
ATLANTIS UIT 13,,7349,DASSENBERG,
ATLASPARK,1465,1459,BENONI,
ATLASVILLE,1465,1501,BOKSBURG,
ATLASVILLE EXT 1,,1459,BOKSBURG,
ATLASVILLE UIT 1,,1459,BOKSBURG,
ATLASVILLE EXT 2,,1459,BOKSBURG,
ATLASVILLE UIT 2,,1459,BOKSBURG,
ATLASVILLE EXT 3,,1459,BOKSBURG,
ATLASVILLE UIT 3,,1459,BOKSBURG,
ATOK,0749,0749,POLOKWANE,
ATOOM,0514,,NYLSTROOM,
ATTAWAY,7354,7354,ATLANTIS,
ATTERIDGEVILLE,0006,0008,PRETORIA,
ATTERIDGEVILLE EAST,0089,0089,ATTERIDGEVILLE,
ATTERIDGEVILLE-OOS,0089,0089,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 16,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 16,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 17,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 17,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 18,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 18,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 2,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 2,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 25,0006,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 25,0006,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 3,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 3,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 31,0006,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 31,0006,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 35,0006,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 35,0006,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 4,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 4,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 41,0006,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 41,0006,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 42,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 42,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 6,0008,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 6,0008,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE EXT 7,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE UIT 7,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE WEST EXT 6,,0008,ATTERIDGEVILLE,
ATTERIDGEVILLE-WES UIT 6,,0008,ATTERIDGEVILLE,
AUCKLAND PARK,2006,2092,JOHANNESBURG,
AUDAS EST,,7130,SOMERSET WEST,
AUDAS LGD,,7130,SOMERSET WEST,
AUGRABIES,8874,,KAKAMAS,
AUGUSTA COUNTRY ESTATE,3626,,PINETOWN,
AUGUSTA COUNTRY LANDGOED,3626,,PINETOWN,
AUREUS,1760,1759,RANDFONTEIN,
AUREUS EXT 3,1760,1759,RANDFONTEIN,
AUREUS UIT 3,1760,1759,RANDFONTEIN,
AURORA,,7550,DURBANVILLE,
AURORA,7325,,PIKETBERG,
AURORA EST,,7550,DURBANVILLE,
AURORA LGD,,7550,DURBANVILLE,
AUSTERVILLE,4005,4052,DURBAN,
AUSTINVIEW EXT 1,1685,1685,HALFWAY HOUSE,
AUSTINVIEW UIT 1,1685,1685,HALFWAY HOUSE,
AUSTINVILLE,,7580,BLACKHEATH,
AVALANO,,1739,KRUGERSDORP,
AVALON PARK,,7580,KUILSRIVIER,
AVENTURA EILAND,0885,0885,LETSITELE,
AVIAN PARK,,6850,WORCESTER,
AVIARY HILL,2940,2940,NEWCASTLE,
AVION PARK,,6850,WORCESTER,
AVOCA,,4051,DURBAN NORTH,
AVOCA HILLS,,4051,DURBAN NORTH,
AVONDALE,,7490,MATROOSFONTEIN,
AVONDALE,,7349,ATLANTIS,
AVONDALE,,7500,PAROW,
AVONDALE GARDENS,7800,7800,DIEP RIVER,
AVONDALE TUINE,7800,7800,DIEP RIVER,
AVONDALE ROAD,4101,4001,DURBAN,
AVONTUUR,6490,,UNIONDALE,
AVONWOOD,,7490,MATROOSFONTEIN,
AZAADVILLE,1750,1754,KRUGERSDORP,
AZAADVILLE EXT 1,,1754,KAGISO,
AZAADVILLE UIT 1,,1754,KAGISO,
AZALEA,3204,3201,SCOTTSVILLE,
AZALEA,3200,3216,PIETERMARITZBURG,
AZALEA PARK,,6220,DESPATCH,
AZALIA,,2430,STANDERTON,
BAAKENS VALLEY,,6001,PORT ELIZABETH,
BAAKENS VALLEI,,6001,PORT ELIZABETH,
BAARDSKEERDERSBOS,7271,,GANS BAY,
BABANANGO,3850,,ESHOWE,
BABELEGI,0407,0407,TEMBA,
BABETHU,0488,,BELA-BELA,
BABIRWA,0641,,MAKHADO,
BABIRWA,0716,,POLOKWANE,
BACA,5160,,LIBODE,
BADI,5015,,IDUTYWA,
BADPLAAS,1190,1190,BADPLAAS,
BADSHOOGTE,,6720,MONTAGU,
BAFOKENG,2711,,DELAREYVILLE,
BAGLEYSTON,,2192,JOHANNESBURG,
BAGQOZINI,5138,,BAGQOZINI,
BAILEYS MUCKLENEUK,,0181,PRETORIA,
BAILLIE PARK,2526,2531,POTCHEFSTROOM,
BAILLIE PARK EXT 27,2531,2531,POTCHEFSTROOM,
BAILLIEPARK UIT 27,2531,2531,POTCHEFSTROOM,
BAIN'S VLEI,9338,,BLOEMFONTEIN,
BAKENBERG,0611,0611,POTGIETERSRUS,
BAKENPARK,,9701,BETHLEHEM,
BAKERTON,1578,1559,SPRINGS,
BAKERTON EXT 1,,1559,SPRINGS,
BAKERTON UIT 1,,1559,SPRINGS,
BAKERTON EXT 2,,1559,SPRINGS,
BAKERTON UIT 2,,1559,SPRINGS,
BAKERTON EXT 4,,1559,SPRINGS,
BAKERTON UIT 4,,1559,SPRINGS,
BAKERTON EXT 41,,1559,SPRINGS,
BAKERTON UIT 41,,1559,SPRINGS,
BAKERVILLE,2742,2742,LICHTENBURG,
BAKERVILLE,,4037,MARBLE RAY,
BAKERVILLE GARDENS,,4037,MARBLE RAY,
BAKERVILLE HEIGHTS,,3201,PIETERMARITZBURG,
BAKKE,,6506,MOSSEL BAY,
BAKKERSHOOGTE,,7130,SOMERSET WEST,
BAKOLOBENG,2781,,DELAREYVILLE,
BAKONE,0746,0746,POLOKWANE,
BAKOVEN,,8005,CAPE TOWN,
BALEEMA,0336,,RUSTENBURG,
BALFOUR,2410,2410,MPUMALANGA,
BALFOUR,5740,5740,EASTERN CAPE,
BALFOUR EXT 6,2410,2410,BALFOUR,
BALFOUR UIT 6,2410,2410,BALFOUR,
BALFOUR NORTH,2410,2410,BALFOUR,
BALFOUR-NOORD,2410,2410,BALFOUR,
BALGOWAN,3275,,HOWICK,
BALLASSI VALLEY,,5601,KING WILLIAMS TOWN,
BALLENGEICH,2942,,NEWCASTLE,
BALLI HI HOTEL,2942,,NEWCASTLE,
BALLITO,4420,4399,TONGAAT,
BALLOTSVIEW,,6529,GEORGE,
BALMORAL,1037,,WITBANK,
BALMORAL,,5319,QUEENSTOWN,
BALOPA,0782,,POLOKWANE,
BALTIMORE,0619,,POTGIETERSRUS,
BALVENIE,,7490,ELSIES RIVER,
BAMAAKA,2842,,MADIKWE,
BAMARE-A-PHOGOLE,2843,,MADIKWE,
BAMBANANI,9493,,WELKOM,
BAMBAYI,4310,4309,INANDA,
BAMBISANA,4829,,LUSIKISIKI,
BAMBISANANI,3855,,NKANDLA,
BAMBISANE,4829,,LUSIKISIKI,
BAMOKGOKO,0432,,HAMMANSKRAAL,
BAMSHELA,3261,,OZWATINI,
BANBURY,2164,2194,JOHANNESBURG,
BANBURY CROSS,2164,2194,JOHANNESBURG,
BANDELIERKOP,0800,,POLOKWANE,
BANHOEK,,7600,STELLENBOSCH,
BANKENVELD,1035,,WITBANK,
BANKIES,5341,,LADY FRERE,
BANKSDRIF,8576,,TAUNG,
BANNERS REST,4295,,PORT EDWARD,
BANTRY BAY,,8005,CAPE TOWN,
BANTRYBAAI,,8005,CAPE TOWN,
BANZI POORT,5380,,COFIMVABA,
BAPHALANE,0349,,RUSTENBURG,
BAPO II,0337,0337,RUSTENBURG,
BAPONG,0269,0269,BRITS,
BAPSFONTEIN,1510,1510,BAPSFONTEIN,
BARAGWANATH,2013,,JOHANNESBURG,
BARANDAS,6480,,UNIONDALE,
BARASEBA,0271,,BRITS,
BARATHEO,0338,0338,RUSTENBURG,
BARBAROSA EST,,7806,CONSTANTIA,
BARBAROSA LGD,,7806,CONSTANTIA,
BARBEQUE DOWNS,1684,1685,MIDRAND,
BARBERSPAN,2765,,LICHTENBURG,
BARBERTON,1300,1300,NELSPRUIT,
BARBERTON EXT,1300,1300,BARBERTON,
BARBERTON UIT,1300,1300,BARBERTON,
BARBERTON EXT 1,1300,1300,BARBERTON,
BARBERTON UIT 1,1300,1300,BARBERTON,
BARBERTON EXT 14,1300,1300,BARBERTON,
BARBERTON UIT 14,1300,1300,BARBERTON,
BARBERTON EXT 2,1300,1300,BARBERTON,
BARBERTON UIT 2,1300,1300,BARBERTON,
BARBERTON EXT 3,1300,1300,BARBERTON,
BARBERTON UIT 3,1300,1300,BARBERTON,
BARBERTON EXT 4,1300,1300,BARBERTON,
BARBERTON UIT 4,1300,1300,BARBERTON,
BARBERTON EXT 5,1300,1300,BARBERTON,
BARBERTON UIT 5,1300,1300,BARBERTON,
BARBERTON EXT 6,1300,1300,BARBERTON,
BARBERTON UIT 6,1300,1300,BARBERTON,
BARBERTON EXT 7,1300,1300,BARBERTON,
BARBERTON UIT 7,1300,1300,BARBERTON,
BARBERTON EXT 8,1300,1300,BARBERTON,
BARBERTON UIT 8,1300,1300,BARBERTON,
BARBERTON EXT 9,1300,1300,BARBERTON,
BARBERTON UIT 9,1300,1300,BARBERTON,
BARCELONA,1519,1507,DAVEYTON,
BARCELONA,,7750,GUGULETU,
BARCELONA,,6506,MOSSEL BAY,
BARCELONA,7000,,DE AAR,
BARCELONA,,5881,CRADOCK,
BARCELONA,,6201,ZWIDE,
BARCELONA EXT,1519,,DAVEYTON,
BARCELONA UIT,1519,,DAVEYTON,
BARCELONA EXT 26,1519,,DAVEYTON,
BARCELONA UIT 26,1519,,DAVEYTON,
BARCELONA EXT 31,1507,1519,DAVEYTON,
BARCELONA UIT 31,1507,1519,DAVEYTON,
BARCELONA EXT 32,1519,1519,DAVEYTON,
BARCELONA UIT 32,1519,1519,DAVEYTON,
BARCELONA EXT 34,1519,1519,DAVEYTON,
BARCELONA UIT 34,1519,1519,DAVEYTON,
BARDALE VILLAGE,,7580,KUILSRIVER,
BARDALE DORPSGEBIED,,7580,KUILSRIVER,
BARDENE,1460,1459,BOKSBURG,
BARDENE EXT 1,,1459,BOKSBURG,
BARDENE UIT 1,,1459,BOKSBURG,
BARDENE EXT 13,,1459,BOKSBURG,
BARDENE UIT 13,,1459,BOKSBURG,
BARDENE EXT 19,,1459,BOKSBURG,
BARDENE UIT 19,,1459,BOKSBURG,
BARDENE EXT 2,,1459,BOKSBURG,
BARDENE UIT 2,,1459,BOKSBURG,
BARDENE EXT 20,,1459,BOKSBURG,
BARDENE UIT 20,,1459,BOKSBURG,
BARDENE EXT 29,,1459,BOKSBURG,
BARDENE UIT 29,,1459,BOKSBURG,
BARDENE EXT 4,,1459,BOKSBURG,
BARDENE UIT 4,,1459,BOKSBURG,
BARDENE EXT 5,,1459,BOKSBURG,
BARDENE UIT 5,,1459,BOKSBURG,
BARKLY EAST,9786,9786,BARKLY EAST,
BARKLY-OOS,9786,9786,BARKLY EAST,
BARKLY WEST,8375,8375,BARKLY WEST,
BARKLY-WES,8375,8375,BARKLY WEST,
BARLOW PARK,2148,2090,JOHANNESBURG,
BARODA,5882,5882,CRADOCK,
BARONETCY EST,,7500,PAROW,
BARONETCY LGD,,7500,PAROW,
BARONETCY ESTATE,,7500,PAROW,
BARONETCY LANDGOED,,7500,PAROW,
BARRS FLATS,,4339,VERULAM,
BARRY HERTZOG,2945,,NEWCASTLE,
BARRY HERTZOG PARK,2945,,NEWCASTLE,
BARRYDALE,6750,6750,BARRYDALE,
BARTLETTS,,1459,BOKSBURG,
BARTLETTS EXT 10,,1459,BOKSBURG,
BARTLETTS UIT 10,,1459,BOKSBURG,
BARTLETTS EXT 14,,1459,BOKSBURG,
BARTLETTS UIT 14,,1459,BOKSBURG,
BARTLETTS EXT 18,,1459,BOKSBURG,
BARTLETTS UIT 18,,1459,BOKSBURG,
BARTLETTS EXT 26,1462,1459,BOKSBURG,
BARTLETTS UIT 26,1462,1459,BOKSBURG,
BARTLETTS EXT 44,,1459,BOKSBURG,
BARTLETTS UIT 44,,1459,BOKSBURG,
BARTLETTS EXT 6,,1459,BOKSBURG,
BARTLETTS UIT 6,,1459,BOKSBURG,
BARTLETTS EXT 68,1461,1459,BOKSBURG,
BARTLETTS UIT 68,1461,1459,BOKSBURG,
BARTLETTS EXT 69,1462,1459,BOKSBURG,
BARTLETTS UIT 69,1462,1459,BOKSBURG,
BARVALE,1202,,NELSPRUIT,
BARVALLEN,,1401,PRIMROSE,
BASEBO,2855,,MAHIKENG,
BASHEE BRIDGE,5100,,MTHATHA,
BASOTHONG SECTION,,1426,TOKOZA,
BASSONIA,2061,2190,JOHANNESBURG,
BASSONIA 1,2061,2190,JOHANNESBURG,
BASSONIA 2,2061,2190,JOHANNESBURG,
BASSONIA ESTATES,2061,2190,ROSETTENVILLE,
BASSONIA LANDGOED,2061,2190,ROSETTENVILLE,
BASSONIA EXT 1,2061,2190,JOHANNESBURG,
BASSONIA UIT 1,2061,2190,JOHANNESBURG,
BASSONIA ROCK,,2090,BRAMLEY,
BASSONIA ROCK EXT 12,,2090,BRAMLEY,
BASSONIA ROCK UIT 12,,2090,BRAMLEY,
BASTERPAD,0633,,MOKAMOLE,
BASTERSPAD,0633,,MOKAMOLE,
BATAUNG,0357,,MAHIKENG,
BATHLARO,8476,8476,VRYBURG,
BATHO,9307,9323,BLOEMFONTEIN,
BATHO PLAZA,0107,,SOSHANGUVE,
BATHOBATHO,2716,,DELAREYVILLE,
BATHURST,6166,6166,BATHURST,
BATLHARO,8476,8476,VRYBURG,
BATLHAROS,8476,8476,VRYBURG,
BATUBATSE,1398,,NAMAKGALE,
BAVIAANSPOORT,0039,0186,LYNNE EAST,
BAWA,4960,,BUTTERWORTH,
BAY VIEW,,6520,HARTENBOS,
BAY WEST,6034,6025,PORT ELIZABETH,
BAY-WES,6034,6025,PORT ELIZABETH,
BAYALA,3966,,MKUZE,
BAYHEAD,4052,,DURBAN,
BAYNESFIELD,3770,,SCOTTSVILLE,
BAYRIDGE,,7441,TABLE VIEW,
BAYSVILLE,,5241,EAST LONDON,
BAYSWATER,,9301,BLOEMFONTEIN,
BAYVIEW,4084,4092,CHATSWORTH,
BAYVIEW,,7798,STRANDFONTEIN,
BAYVIEW MCP,4142,4092,CHATSWORTH,
BAYWATCH,,7798,STRANDFONTEIN,
BAZINI,3950,,NONGOMA,
BAZIYA,5109,,MTHATHA,
BEACH,,4001,DURBAN,
BEACH,,5201,EAST LONDON,
BEACH BOULEVARD,,7441,MILNERTON,
BEACH EST,,7806,HOUT BAY,
BEACH LGD,,7806,HOUT BAY,
BEACH FRONT,4240,,PORT SHEPSTONE,
BEACHVIEW,6011,6070,EMERALD HILL,
BEACHWOOD,,4051,DURBAN NORTH,
BEACON BAY,5205,5241,EAST LONDON,
BEACONBAAI,5205,5241,EAST LONDON,
BEACON HILL,,7349,ATLANTIS,
BEACON VALLEY,,7785,MITCHELLS PLAIN,
BEACONSFIELD,8315,8301,KIMBERLEY,
BEACONSFIELD,,1939,VEREENIGING,
BEACONVALE,,7500,PAROW,
BEAUFORT WEST,6970,6970,BEAUFORT WEST,
BEAUFORT-WES,6970,6970,BEAUFORT WEST,
BEAULIEU,,1686,KYALAMI,
BEAUMONT,,9585,PARYS,
BEDE,,5321,QUEENSTOWN,
BEDELIA,,9459,WELKOM,
BEDFORD,5780,5780,BEDFORD,
BEDFORD GARDENS,,2007,BEDFORDVIEW,
BEDFORDPARK,,2007,BEDFORDVIEW,
BEDFORDVIEW,2008,2007,JOHANNESBURG,
BEDFORDVIEW EXT 291,2008,2007,BEDFORDVIEW,
BEDFORDVIEW UIT 291,2008,2007,BEDFORDVIEW,
BEDFORDVIEW EXT 3,2008,2007,BEDFORDVIEW,
BEDFORDVIEW UIT 3,2008,2007,BEDFORDVIEW,
BEDFORDVIEW EXT 439,2008,2007,BEDFORDVIEW,
BEDFORDVIEW UIT 439,2008,2007,BEDFORDVIEW,
BEDFORDVIEW EXT 87,2008,2007,BEDFORDVIEW,
BEDFORDVIEW UIT 87,2008,2007,BEDFORDVIEW,
BEDFORDVIEW OFFICE PARK,,2007,BEDFORDVIEW,
BEDFORDVIEW VILLAGE EXT,,2007,BEDFORDVIEW,
BEDFORDVIEW VILLAGE UIT,,2007,BEDFORDVIEW,
BEDWANG,0408,,TEMBA,
BEDWORTH PARK,1940,1939,VEREENIGING,
BEECHAM WOODS,5016,,IDUTYWA,
BEECHAMWOOD,5016,,IDUTYWA,
BEESHOEK,,8423,MANCORP MINE,
BEESTEKRAAL,0255,,BRITS,
BEFULA,2554,,STILFONTEIN,
BEIRUT,,0190,MABOPANE,
BEIRUT,,2745,MAHIKENG,
BEKKERSDAL,1772,1779,WESTONARIA,
BELA-BELA,0481,0480,WARMBATHS,
BELA-BELA EXT 1,,0480,WARMBATHS,
BELA-BELA UIT 1,,0480,WARMBATHS,
BELA-BELA EXT 5,0480,0480,WARMBATHS,
BELA-BELA UIT 5,0480,0480,WARMBATHS,
BELFAST,1100,1100,MIDDELBURG,
BELFAST EXT,1100,1100,BELFAST,
BELFAST UIT,1100,1100,BELFAST,
BELFAST EXT 2,1100,1100,BELFAST,
BELFAST UIT 2,1100,1100,BELFAST,
BELFAST EXT 3,1100,1100,BELFAST,
BELFAST UIT 3,1100,1100,BELFAST,
BELFORT,,3201,PIETERMARITZBURG,
BELGRAVIA,,5201,EAST LONDON,
BELGRAVIA,,8301,KIMBERLEY,
BELGRAVIA,,7530,BELLVILLE,
BELGRAVIA,2043,2094,JOHANNESBURG,
BELGRAVIA EST,,7764,ATHLONE,
BELGRAVIA LGD,,7764,ATHLONE,
BELHAR,7507,7493,ELSIES RIVER,
BELHAR EXT 1,,7493,ELSIES RIVER,
BELHAR UIT 1,,7493,ELSIES RIVER,
BELHAR EXT 10,,7493,ELSIES RIVER,
BELHAR UIT 10,,7493,ELSIES RIVER,
BELHAR EXT 13,,7493,ELSIES RIVER,
BELHAR UIT 13,,7493,ELSIES RIVER,
BELHAR EXT 14,,7493,ELSIES RIVER,
BELHAR UIT 14,,7493,ELSIES RIVER,
BELHAR EXT 15,,7493,ELSIES RIVER,
BELHAR UIT 15,,7493,ELSIES RIVER,
BELHAR EXT 16,,7493,ELSIES RIVER,
BELHAR UIT 16,,7493,ELSIES RIVER,
BELHAR EXT 17,,7493,ELSIES RIVER,
BELHAR UIT 17,,7493,ELSIES RIVER,
BELHAR EXT 18,,7493,ELSIES RIVER,
BELHAR UIT 18,,7493,ELSIES RIVER,
BELHAR EXT 19,,7493,ELSIES RIVER,
BELHAR UIT 19,,7493,ELSIES RIVER,
BELHAR EXT 2,,7493,ELSIES RIVER,
BELHAR UIT 2,,7493,ELSIES RIVER,
BELHAR EXT 20,,7493,ELSIES RIVER,
BELHAR UIT 20,,7493,ELSIES RIVER,
BELHAR EXT 21,,7493,ELSIES RIVER,
BELHAR UIT 21,,7493,ELSIES RIVER,
BELHAR EXT 22,,7493,ELSIES RIVER,
BELHAR UIT 22,,7493,ELSIES RIVER,
BELHAR EXT 23,,7493,ELSIES RIVER,
BELHAR UIT 23,,7493,ELSIES RIVER,
BELHAR EXT 6,,7493,ELSIES RIVER,
BELHAR UIT 6,,7493,ELSIES RIVER,
BELHAR EXT 7,,7493,ELSIES RIVER,
BELHAR UIT 7,,7493,ELSIES RIVER,
BELHAR EXT 9,,7493,ELSIES RIVER,
BELHAR UIT 9,,7493,ELSIES RIVER,
BELL,,5605,BHISHO,
BELL ROCK,5073,,ELLIOTDALE,
BELLA CENTURION,7441,,MILNERTON,
BELLA VISTA,6837,6835,CERES,
BELLA VISTA,,7441,MILNERTON,
BELLAIR,4006,4094,DURBAN,
BELLAIR EST,,7530,BELLVILLE,
BELLAIR LGD,,7530,BELLVILLE,
BELLAIR WINELANDS ESTATE,,7130,SOMERSET WEST,
BELLAIR WYNLAND LANDGOED,,7130,SOMERSET WEST,
BELLAIRS PARK EXT 5,,2162,RANDBURG,
BELLAIRS PARK UIT 5,,2162,RANDBURG,
BELLAVISTA EST,,2091,JOHANNESBURG,
BELLAVISTA LGD,,2091,JOHANNESBURG,
BELLAVISTA SOUTH,,2091,JOHANNESBURG,
BELLAVISTA-SUID,,2091,JOHANNESBURG,
BELLE GLEN,,7130,SOMERSET WEST,
BELLE OMBRE,0142,,PRETORIA,
BELLE OMBRE,,7806,CONSTANTIA,
BELLEVUE,,2198,JOHANNESBURG,
BELLEVUE,,3201,PIETERMARITZBURG,
BELLEVUE,,8801,UPINGTON,
BELLEVUE CENTRAL,,2198,JOHANNESBURG,
BELLEVUE-SENTRAAL,,2198,JOHANNESBURG,
BELLEVUE EAST,,2198,JOHANNESBURG,
BELLEVUE-OOS,,2198,JOHANNESBURG,
BELLGATE,4400,4399,TONGAAT,
BELLRAIL,,7530,BELLVILLE,
BELLVIEW,,7655,WELLINGTON,
BELLVILLE,7535,7530,CAPE TOWN,
BELLVILLE BUSINESS PARK,,7530,BELLVILLE,
BELLVILLE EXT 1,,7530,BELLVILLE,
BELLVILLE UIT 1,,7530,BELLVILLE,
BELLVILLE EXT 22,,7530,BELLVILLE,
BELLVILLE UIT 22,,7530,BELLVILLE,
BELLVILLE EXT 24,,7530,BELLVILLE,
BELLVILLE UIT 24,,7530,BELLVILLE,
BELLVILLE EXT 28,,7530,BELLVILLE,
BELLVILLE UIT 28,,7530,BELLVILLE,
BELLVILLE EXT 38,,7530,BELLVILLE,
BELLVILLE UIT 38,,7530,BELLVILLE,
BELLVILLE SOUTH,,7530,BELLVILLE,
BELLVILLE-SUID,,7530,BELLVILLE,
BELMONT,8720,,HOPETOWN,
BELMONT PARK,,7570,KRAAIFONTEIN,
BELTHORNE EST,,7780,LANSDOWNE,
BELTHORNE LGD,,7780,LANSDOWNE,
BELVEDERE,,4399,TONGAAT,
BELVEDERE ZONE 2,,4399,TONGAAT,
BELVEDERE SONE 2,,4399,TONGAAT,
BELVEDERE ZONE 4,,4399,TONGAAT,
BELVEDERE SONE 4,,4399,TONGAAT,
BELVENIE EST,,7490,MATROOSFONTEIN,
BELVENIE LGD,,7490,MATROOSFONTEIN,
BELVIDERE,,6571,KNYSNA,
BEN FLEUR,1035,1049,EMALAHLENI,
BEN KAMMA,,6025,PORT ELIZABETH,
BENDOR,0713,0699,POLOKWANE,
BENDOR PARK,0713,0699,POLOKWANE,
BENDORPARK,0713,0699,POLOKWANE,
BENDOR PARK EXT 1,,0699,POLOKWANE,
BENDORPARK UIT 1,,0699,POLOKWANE,
BENDOR PARK EXT 17,,0699,POLOKWANE,
BENDORPARK UIT 17,,0699,POLOKWANE,
BENDOR PARK EXT 21,,0699,POLOKWANE,
BENDORPARK UIT 21,,0699,POLOKWANE,
BENDOR PARK EXT 23,,0699,POLOKWANE,
BENDORPARK UIT 23,,0699,POLOKWANE,
BENDOR PARK EXT 26,,0699,POLOKWANE,
BENDORPARK UIT 26,,0699,POLOKWANE,
BENDOR PARK EXT 6,,0699,POLOKWANE,
BENDORPARK UIT 6,,0699,POLOKWANE,
BENDOR PARK EXT 7,,0699,POLOKWANE,
BENDORPARK UIT 7,,0699,POLOKWANE,
BENDOR PARK EXT 8,,0699,POLOKWANE,
BENDORPARK UIT 8,,0699,POLOKWANE,
BENFARM,1220,,NELSPRUIT,
BENGU,5411,,LADY FRERE,
BENMORE,2010,2196,JOHANNESBURG,
BENMORE GARDENS,2010,2196,JOHANNESBURG,
BENMORE GARDENS EXT 1,,2196,JOHANNESBURG,
BENMORE GARDENS UIT 1,,2196,JOHANNESBURG,
BENMORE GARDENS EXT 2,,2196,JOHANNESBURG,
